AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
26985071,,04/01/2018,,Clinical Laboratory,COMPREHENSIVE CARE CENTER,515 W 6TH ST,,JACKSONVILLE,FL,32206,Duval,(904) 253-1040,900 UNIVERSITY BLVD  MC 75,,JACKSONVILLE,FL,32206,Duval,FED CERTIFIED,STATE OF FLORIDA DEPARTMENT OF HEALTH,01/07/2014,PAULINE ROLLE MD,0,Not-For-Profit,
26977806,,12/29/2022,,Clinical Laboratory,CONCENTRA - JACKSONVILLE SOUTHSIDE,5995-1 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,Duval,,5995-1 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,07/11/2005,,0,For-Profit,
13241,12678,09/29/2022,09/28/2024,Health Care Clinic Exemption,CONCENTRA ADVANCED SPECIALISTS,1036 DUNN AVE  STE 10,,JACKSONVILLE,FL,32218,Duval,(904) 903-5520,4714 GETTYSBURG RD,ATTN LEGAL DEPT- CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,08/31/2017,,0,For-Profit,
13242,12679,09/29/2022,09/28/2024,Health Care Clinic Exemption,CONCENTRA ADVANCED SPECIALISTS,5995-1 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,Duval,(904) 727-7173,4714 GETTYSBURG RD,ATTN LEGAL DEPT - CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,08/31/2017,,0,For-Profit,
16001,15397,04/23/2021,04/22/2023,Health Care Clinic Exemption,CONCENTRA ADVANCED SPECIALISTS,1524 NORMANDY VILLAGE PKWY,,JACKSONVILLE,FL,32221,Duval,(717) 884-7414,4714 GETTYSBURG RD,ATTN LEGAL DEPT CONCENTRAL LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,04/23/2021,,0,For-Profit,
17785,17089,06/21/2022,06/20/2024,Health Care Clinic Exemption,CONCENTRA ADVANCED SPECIALISTS,1524 NORMANDY VILLAGE PKWY,,JACKSONVILLE,FL,32221,Duval,(717) 884-7414,4714 GETTYSBURG RD,,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,06/20/2022,,0,For-Profit,
7419,7179,01/04/2022,01/03/2025,Health Care Clinic,CONCENTRA MEDICAL CENTERS,1524 NORMANDY VILLAGE PKWY,,JACKSONVILLE,FL,32221,Duval,(904) 482-1400,4714 GETTYSBURD RD,,MECHANICSBURG,PA,17055,,LICENSED,OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST PA,12/10/2012,TAKAYA JONES,0,For-Profit,
11668,10989,07/09/2021,07/08/2023,Health Care Clinic,CONCENTRA MEDICAL CENTERS,1036 DUNN AVE  STE 10,,JACKSONVILLE,FL,32218,Duval,(904) 903-5520,4714 GETTYSBURG RD,ATTN LEGAL DEPT. - LICENSING,MECHANICSBURG,PA,17055,,LICENSED,OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST PA,02/09/2017,MARC TUEL,0,For-Profit,
11730,11071,09/18/2021,09/17/2023,Health Care Clinic,CONCENTRA MEDICAL CENTERS,5995-1 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,Duval,(904) 737-7173,4714 GETTYSBURG RD,ATTN LEGAL DEPT -CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,LICENSED,OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST PA,04/04/2017,ROBERT MARTIN,0,For-Profit,
26979203,,07/11/2022,,Clinical Laboratory,CONCENTRA URGENT CARE,1524 NORMANDY VILLAGE PKWY,,JACKSONVILLE,FL,32221,Duval,(904) 482-1400,4714 GETTYSBURG ROAD,ATTN LEGAL DEPT - CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,FED CERTIFIED,,09/19/2006,,0,For-Profit,
13132,12581,09/29/2022,09/28/2024,Health Care Clinic Exemption,CONCENTRA URGENT CARE,1036 DUNN AVE  STE 10,,JACKSONVILLE,FL,32218,Duval,(904) 903-5520,4714 GETTYSBURG RD,ATTN LEGAL DEPT - CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,06/28/2017,,0,For-Profit,
13874,15396,04/23/2021,04/22/2023,Health Care Clinic Exemption,CONCENTRA URGENT CARE,1524 NORMANDY VILLAGE PKWY,,JACKSONVILLE,FL,32221,Duval,(904) 482-1400,4714 GETTYSBURG RD,ATTN LEGAL DEPT CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,12/12/2018,,0,For-Profit,
27002395,,09/12/2022,,Clinical Laboratory,CONCENTRA URGENT CARE,1036 DUNN AVE - STE 10,,JACKSONVILLE,FL,32218,Duval,(904) 903-5520,4714 GETTYSBURG RD,ATTN LEGAL DEPT- CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,FED CERTIFIED,,,,0,,
16404,15803,07/28/2021,07/27/2023,Health Care Clinic Exemption,CONCENTRA URGENT CARE,5995 1 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32216,Duval,(904) 737-7173,4714 GETTYSBURG RD,ATTN LEGAL DEPT CONCENTRA LICENSING,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,07/28/2021,,0,For-Profit,
42963276,30211656,08/31/2021,10/19/2023,Nurse Registry,CONCIERGE CARE,6817 SOUTHPOINT PARKWAY STE 103 AND,,JACKSONVILLE,FL,32216,Duval,9048610196,6817 SOUTHPOINT PKWY,STE 103 AND 104,JACKSONVILLE,FL,32216,Duval,LICENSED,CONCIERGE CARE  LLC,04/08/2013,MICHELLE DABNEY,0,For-Profit,www.conciergecarefl.com
19969233,299995727,02/09/2023,02/08/2025,Home Health Agency,CONCIERGE CARE,6817 SOUTHPOINT PKWY STE 1004,,JACKSONVILLE,FL,32216,Duval,(904) 530-2010,6817 SOUTHPOINT PKWY STE 1004,,JACKSONVILLE,FL,32216,Duval,LICENSED,CONCIERGR CARE OF NE FLORIDA  LLC,10/06/2022,NANCY RALSTON,0,For-Profit,
19966371,299993541,10/13/2021,10/12/2023,Home Health Agency,CONCIERGE HOME CARE,4655 SALISBURY RD,STE 110,JACKSONVILLE,FL,32256-0957,Duval,(904) 733-1003,4655 SALISBURY RD,STE 110,JACKSONVILLE,FL,32256-0957,Duval,LICENSED,ACCESSREHAB  L.L.C.,04/16/2009,MELISSA UDEKWU,0,For-Profit,www.conciergehomecarefl.com
19968418,299995227,02/25/2023,02/24/2025,Home Health Agency,CONCIERGE HOME CARE,4655 SALISBURY RD,STE 210,JACKSONVILLE,FL,32256-0957,Duval,(904) 224-8026,4655 SALISBURY RD,STE 110,JACKSONVILLE,FL,32256-0957,Duval,LICENSED,CONCIERGE HOME CARE OF JACKSONVILLE 2 LLC,01/21/2021,VIRGINIA MITCHELL,0,For-Profit,www.conciergehomecare.com
27004873,,12/22/2022,,Clinical Laboratory,CONCIERGE HOME CARE OF JACKSONVILLE 2  LLC,4655 SALISBURY RD- STE 210,,JACKSONVILLE,FL,32256-0957,Duval,(904) 224-8026,4655 SALISBURY RD STE 110,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,04/07/2021,,0,,
39969005,234179,02/11/2022,02/10/2024,Homemaker and Companion Service,CONCIERGE HOME SERVICES INC,4656 TUNIS ST,,JACKSONVILLE,FL,32205,Duval,(904) 662-4853,4656 TUNIS ST,,JACKSONVILLE,FL,32205,Duval,REGISTERED,CONCIERGE HOME SERVICES INC,11/04/2015,BRANDON HILLARD,0,For-Profit,nursingondemand.chscare.com
39972788,237851,08/02/2021,08/01/2023,Homemaker and Companion Service,CONESHIA LEVY,8986 HAWKEYE CIRCLE,,JACKSONVILLE,FL,32221,Duval,(904) 651-3657,8986 HAWKEYE CIR,,JACKSONVILLE,FL,32221,Duval,REGISTERED,CONESHIA LEVY,03/08/2021,CONESHIA LEVY,0,For-Profit,
26978307,,12/09/2005,,Clinical Laboratory,CONFIDENT CARE OF FLORIDA,3901 UNIVERSITY BLVD S #227,,JACKSONVILLE,FL,32216,Duval,,3901 UNIVERSITY BLVD S #227,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,12/09/2005,,0,For-Profit,
19965022,299992313,01/13/2022,01/12/2024,Home Health Agency,CONFIDENT CARE OF FLORIDA CORP,9428 BAYMEADOWS RD STE 230,,JACKSONVILLE,FL,32256-7925,Duval,(904) 733-1717,9428 BAYMEADOWS RD STE 230,,JACKSONVILLE,FL,32256-7925,Duval,LICENSED,CONFIDENT CARE OF FLORIDA CORP,11/29/2005,CATHERINE DREW,0,For-Profit,
26990580,,08/12/2019,,Clinical Laboratory,CONVENANT HOMEHEALTH CARE 4  LLC,3636 UNIVERSITY BLVD S,SUITE A-8,JACKSONVILLE,FL,32216,Duval,(850) 433-2155,5041 N. 12TH AVENUE,,PENSACOLA,FL,32504,Escambia,FED CERTIFIED,,08/12/2019,,0,,
14735,14022,04/07/2022,04/06/2024,Health Care Clinic Exemption,CONVIVA CARE CENTER,5238-16 NORWOOD AVE,,JACKSONVILLE,FL,32208-5005,Duval,(904) 861-1222,6101 BLUE LAGOON DR  STE 400,,MIAMI,FL,33126,,EXEMP CERTIFIED,,12/20/2019,,0,For-Profit,
14734,14024,04/07/2022,04/06/2024,Health Care Clinic Exemption,CONVIVA CARE CENTER,25 UNIVERSITY BLVD NORTH,,JACKSONVILLE,FL,32211,Duval,(904) 900-3667,6101 BLUE LAGOON DRIVE SUITE 400,,MIAMI,FL,33126,,EXEMP CERTIFIED,,12/20/2019,,0,For-Profit,
14743,14044,04/10/2022,04/09/2024,Health Care Clinic Exemption,CONVIVA CARE CENTER,7200 NORMANDY BLVD  STE 20,,JACKSONVILLE,FL,32205-6271,Duval,(904) 378-8520,6101 BLUE LAGOON DR  STE 400,,MIAMI,FL,33126,,EXEMP CERTIFIED,,12/20/2019,,0,For-Profit,
14745,14028,04/07/2022,04/06/2024,Health Care Clinic Exemption,CONVIVA CARE CENTER,1028 DUNN AVE,,JACKSONVILLE,FL,32218-6427,Duval,(904) 766-7606,6101 BLUE LAGOON DR  STE 400,,MIAMI,FL,33126,,EXEMP CERTIFIED,,12/20/2019,,0,For-Profit,
14942,14220,06/22/2022,06/21/2024,Health Care Clinic Exemption,CONVIVA CARE CENTER,11744 BEACH BLVD STE 107,,JACKSONVILLE,FL,32246,Duval,(904) 265-2050,6101 BLUE LAGOON DR STE 400,,MIAMI,FL,33126,Miami-Dade,EXEMP CERTIFIED,,03/24/2020,,0,For-Profit,convivasolutions.com
26988223,,10/22/2021,,Clinical Laboratory,CONVIVA MEDICAL CENTER MANAGEMENT LLC,11744 BEACH BLVD,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32246,Duval,(904) 332-0414,11744 BEACH BLVD  STE 107,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,03/26/2019,,0,,
26989226,,10/11/2021,,Clinical Laboratory,CONVIVA MEDICAL CENTER MANAGEMENT LLC,1028 DUNN AVENUE,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32218,Duval,(904) 766-7606,1028 DUNN AVENUE,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32218,Duval,FED CERTIFIED,,04/01/2019,,0,,
26989225,,10/28/2021,,Clinical Laboratory,CONVIVA MEDICAL CENTER MANAGEMENT LLC,5238-16 NORWOOD AVE,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32208,Duval,(904) 332-0414,5238-16 NORWOOD AVE,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32208,Duval,FED CERTIFIED,,04/01/2019,,0,,
26989277,,04/13/2021,,Clinical Laboratory,CONVIVA MEDICAL CENTER MANAGEMENT LLC,25 UNIVERSITY BLVD  NORTH,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32211,Duval,(904) 527-2888,25 UNIVERSITY BLVD NORTH,DBA CONVIVA CARE CENTER,JACKSONVILLE,FL,32211,Duval,FED CERTIFIED,,03/29/2019,,0,,
26977921,,09/03/2021,,Clinical Laboratory,CONVIVA MEDICAL CENTER MANAGEMENT LLC DBA CONVIVA MEDICAL CENTER,7200 NORMANDY BLVD  STE 20,,JACKSONVILLE,FL,32205,Duval,(904) 378-8520,7200 7200 NORMANDY BLVD  STE 20,,JACKSONVILLE,FL,32205,Duval,FED CERTIFIED,,08/12/2005,,0,For-Profit,
5986,11869,06/30/2022,06/29/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - KENNERLY,6100 KENNERLY RD STE 201,,JACKSONVILLE,FL,32216,Duval,(904) 739-9901,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,07/01/2015,,0,For-Profit,
13020,12469,06/02/2022,06/01/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - NORTH JACKSONVILLE,15255 MAX LEGGETT PKWY,STE 5300,JACKSONVILLE,FL,32218,Duval,(904) 573-0046,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,02/28/2017,,0,For-Profit,
13345,12754,10/30/2022,10/29/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - OAKLEAF,9560 CROSSHILL BLVD  STE 110,,JACKSONVILLE,FL,32222,Duval,(904) 573-0046,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,12/01/2017,,0,For-Profit,
9737,11895,07/31/2022,07/30/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - REGENCY,9527 REGENCY SQUARE BLVD,UNIT 105,JACKSONVILLE,FL,32225,Duval,(904) 647-4263,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,07/01/2015,,0,For-Profit,
10533,10185,04/01/2022,03/31/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - RIVERSIDE,1045 RIVERSIDE AVE,STE 190,JACKSONVILLE,FL,32204,Duval,(904) 685-8109,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,09/25/2018,,0,For-Profit,
11750,11271,05/31/2022,05/30/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - THE BEACHES,630 ATLANTIC BLVD,STE 11,NEPTUNE BEACH,FL,32266,Duval,(904) 685-8109,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,05/27/2014,,0,For-Profit,
12499,11954,07/31/2022,07/30/2024,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - TINSELTOWN,9722 TOUCHTON RD STE 201,,JACKSONVILLE,FL,32246,Duval,(904) 249-2358,PO BOX 150,,LIMA,OH,45802,,EXEMP CERTIFIED,,08/21/2015,,0,For-Profit,
899,3975,06/01/2021,05/31/2023,Health Care Clinic Exemption,CORA PHYSICAL THERAPY - WESTSIDE,6248 103RD STREET,,JACKSONVILLE,FL,32210,Duval,,6248 103RD STREET,,JACKSONVILLE,FL,32210,Duval,EXEMP CERTIFIED,,11/30/2018,,0,For-Profit,
624,686722,02/14/2022,,Rehabilitation Agency,CORA PHYSICAL THERAPY - WESTSIDE,6248 103RD ST,,JACKSONVILLE,FL,32210,Duval,(904) 573-0046,P O BOX 150,,LIMA,OH,45802,,FED CERTIFIED,CORA HEALTH SERVICES INC,12/17/1997,,0,For-Profit,
1046,686986,05/01/2021,,Rehabilitation Agency,CORA PHYSICAL THERAPY-NORTH JACKSONVILLE,15255 MAX LEGGETT PKWY STE 5300,,JACKSONVILLE,FL,32218-7274,Duval,(904) 203-8049,15255 MAX LEGGETT PKWY,STE 5300,JACKSONVILLE,FL,32218-7274,Duval,FED CERTIFIED,CORA HEALTH SERVICES INC,10/29/2020,,0,,
26974154,,07/31/2019,,Clinical Laboratory,CORAM ALTERNATE SITE SERVICES INC DBA CORAM CVS SPECIALTY INFUSI,9143 PHILLIPS HWY STE 300,,JACKSONVILLE,FL,32256,Duval,(904) 363-3089,1 CVS DR MC 1160,ATTN LICENSING DEPT,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,05/08/2002,,0,For-Profit,
350178,20222096,11/30/2020,11/29/2022,Home Health Agency,CORAM CVS SPECIALTY INFUSION SERVICES,9143 PHILLIPS HWY STE 300,,JACKSONVILLE,FL,32256,Duval,(904) 363-3089,ONE CVS DRIVE  MC #1160,,WOONSOCKET,RI,02895,,IN REVIEW,CORAM ALTERNATE SITE SERVICES INC,04/01/1995,JENNIFER MARIE BENNETT,0,For-Profit,www.coramhc.com
5427,5263,08/01/2021,07/31/2023,Health Care Clinic Exemption,CORAM CVS SPECIALTY INFUSION SERVICES,9143 PHILLIPS HWY,STE 300,JACKSONVILLE,FL,32256,Duval,(904) 363-3089,1 CVS DRIVE MC #1160,,WOONSOCKET,RI,02895,,EXEMP CERTIFIED,,07/18/2006,,0,For-Profit,
19968505,299995372,09/22/2021,09/21/2023,Home Health Agency,CORNERSTONE CAREGIVING,1628 SAN MARCO BLVD STE 9,,JACKSONVILLE,FL,32207,Duval,(904) 830-6360,1628 SAN MARCO BLVD STE 9,,JACKSONVILLE,FL,32207,Duval,LICENSED,SOUTH JACKSONVILLE FL CAREGIVING LLC,05/03/2021,REGINA BALLINGER,0,For-Profit,
27003868,,01/19/2021,,Clinical Laboratory,CORNERSTONE FAMILY MEDICINE LLC,9310 OLD KINGS RD SOUTH,UNIT 1303,JACKSONVILLE,FL,32257,Duval,(904) 900-3472,9310 OLDKINGS RD SOUTH,UNIT 1303,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,01/19/2021,,0,,
27004068,,02/02/2021,,Clinical Laboratory,CORNERSTONE OF JACKSONVILLE  INC.,9039 BEACH BLVD,,JACKSONVILLE,FL,32216,Duval,(904) 730-5500,9039 BEACH BLVD.,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,02/02/2021,,0,,
27003016,,,,Clinical Laboratory,COSTCO PHARMACY #1294,8000 PARRAMORE ROAD,,JACKSONVILLE,FL,32244,Duval,(425) 313-6275,8000 PARRAMORE ROAD,,JACKSONVILLE,FL,32244,Duval,FED CERTIFIED,,,,0,,
26997510,,,,Clinical Laboratory,COSTCO PHARMACY #357,4901 GATE PARKWAY,,JACKSONVILLE,FL,32246,Duval,(904) 997-7002,4901 GATE PARKWAY,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,,,0,,
19968070,299995126,09/24/2022,09/23/2024,Home Health Agency,COVENANT HOME HEALTH CARE 4 LLC,3636 UNIVERSITY BLVD S  STE A-8,,JACKSONVILLE,FL,32216,Duval,(904) 456-8476,5041 N 12TH AVE,,PENSACOLA,FL,32504-8916,Escambia,LICENSED,COVENANT HOME HEALTH CARE 4 LLC,07/15/2019,CLORIS L LINK,0,Not-For-Profit,www.choosecovenant.org
27000982,,,,Clinical Laboratory,CRAFT BEHAVIORAL HEALTH LLC,10175 FORTUNE PKWY STE 1106,,JACKSONVILLE,FL,32256,Duval,(904) 379-5928,10175 FORTUNE PKWY STE 1106,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
13246,12429,09/22/2020,09/21/2022,Health Care Clinic,CRANIAL TECHNOLOGIES INC,1300 RIVERPLACE BLVD STE 100,,JACKSONVILLE,FL,32207,Duval,(904) 661-7961,1405 W AUTO DR FL 2,,TEMPE,AZ,85284-1227,,IN REVIEW,CRANIAL TECHNOLOGIES  INC.,06/30/2020,PAUL BOURQUE,0,For-Profit,www.cranialtech.com
42963879,30212179,01/21/2023,01/20/2025,Nurse Registry,CREDIBLE HOMECARE SERVICES INC,12627 SAN JOSE BLVD STE 504 RM E,,JACKSONVILLE,FL,32223,Duval,(904) 523-4791,12627 SAN JOSE BLVD STE 504 RM E,,JACKSONVILLE,FL,32223,Duval,LICENSED,CREDIBLE HOMECARE SERVICES INC,01/21/2021,ANTONINE ALEXIS,0,For-Profit,Crediblehomecare.com
26980062,,09/10/2021,,Clinical Laboratory,CRUCIAL CARE EMERGENCY MEDICINE DOCTORS,11048-9 BAYMEADOWS RD,,JACKSONVILLE,FL,32256,Duval,(904) 854-7911,4230 PABLO PROFESSIONAL CT STE 103,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,QUALIFIED EMERGENCY GROUP PA,08/21/2007,NICHOLAS DODARO MD,0,For-Profit,crucialcare.com
13357,12551,12/16/2020,12/15/2022,Health Care Clinic,CRUCIALIST LLC,4230 PABLO PROFESSIONAL CT STE 202,,JACKSONVILLE,FL,32224-3223,Duval,(904) 329-1942,4230 PABLO PROFESSIONAL CT STE 202,,JACKSONVILLE,FL,32224-3223,Duval,IN REVIEW,CRUCIALIST LLC,09/09/2020,SUSAN M. MASTELLONE,0,For-Profit,
26993265,,12/07/2022,,Clinical Laboratory,CSL PLASMA  INC,5000-12 NORWOOD,,JACKSONVILLE,FL,32208,Duval,(352) 619-0303,900 BROKEN SOUND PARKWAY,SUITE 400,BOCA RATON,FL,33487,Palm Beach,FED CERTIFIED,,11/13/2020,,0,For-Profit,
41628,11170961,11/27/2022,11/26/2024,Nursing Home,CYPRESS VILLAGE,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,(904) 223-6100,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,LICENSED,CCRC OPCO - CYPRESS VILLAGE  LLC,08/29/2014,STEPHANIE MARKOSKI,120,For-Profit,https://cypressvillageretirement.com/
26994806,,09/15/2020,,Clinical Laboratory,CYPRESS VILLAGE,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,(904) 223-6100,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,,,0,,
39974851,238993,12/03/2022,12/02/2024,Homemaker and Companion Service,D.S.C. SUPPORT SERVICES LLC,8496 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,(904) 497-5484,8496 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,REGISTERED,D.S.C SUPPORT SERVICES LLC,10/31/2022,DESTINY S CLARK,0,Not-For-Profit,
689600728,607,12/12/2022,12/11/2024,Home Health Agency Exemption,D.S.C. SUPPORT SERVICES LLC,8496 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,(904) 304-8509,8496 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,EXEMP CERTIFIED,D.S.C SUPPORT SERVICES LLC,11/17/2022,,0,For-Profit,
39973206,237788,07/15/2021,07/14/2023,Homemaker and Companion Service,DALENEKA WALKER DBA MARY LOUS HOMECARE,405 CRYSTAL ST,,JACKSONVILLE,FL,32254,Duval,(904) 554-1147,405 CRYSTAL ST,,JACKSONVILLE,FL,32254,Duval,REGISTERED,DALENEKA WALKER,06/28/2021,DALENEKA WALKER,0,For-Profit,
57000024,20,08/14/2021,08/13/2023,Residential Treatment Center for Children and Adolescents,DANIEL MEMORIAL,3725 BELFORT RD,SIPP RTC,JACKSONVILLE,FL,32216-5813,Duval,(904) 296-1055,4203 SOUTHPOINT BLVD,,JACKSONVILLE,FL,32216-6164,Duval,LICENSED,DANIEL MEMORIAL INC,04/03/2007,LESLEY A WELLS,39,Not-For-Profit,www.danielkids.org
39973938,238411,03/08/2022,03/07/2024,Homemaker and Companion Service,DAWSEY SUPPORT SERVICES,3363 SUNNYBROOK AVE W,,JACKSONVILLE,FL,32254,Duval,(904) 405-7953,3363 SUNNYBROOK AVE W,,JACKSONVILLE,FL,32254,Duval,REGISTERED,KENDRA DAWSEY,02/02/2022,KENDRA DAWSEY,0,For-Profit,
27002704,,,,Clinical Laboratory,DBA   TOUCHTON SURGERY CENTER,9726 TOUCHTON ROAD  STE 305,,JACKSONVILLE,FL,32246,Duval,(904) 686-6020,9726 TOUCHTON ROAD  STE 305,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,,,0,,
27003389,,05/01/2021,,Clinical Laboratory,DCI JACKSONVILLE MID-TOWN,757 WEST UNION STREET,,JACKSONVILLE,FL,32202,Duval,(904) 539-4963,615 PARK STREET,ATTN: ADMINISTRATOR,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,,,0,,
39974356,238631,06/13/2022,06/12/2024,Homemaker and Companion Service,DECOLA HELPING HANDS HOME CARE LLC,9118 GREENLEAF RD,,JACKSONVILLE,FL,32208,Duval,(904) 405-7581,9118 GREENLEAF RD,,JACKSONVILLE,FL,32208,Duval,REGISTERED,DECOLA HELPING HANDS HOME CARE LLC,05/23/2022,DECOLA L HESTER,0,For-Profit,
27003223,,,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER - ARLINGTON,9422 ARLINGTON ESPRESSWAY,,JACKSONVILLE,FL,32225,Duval,(904) 559-1844,9422 ARLINGTON ESPRESSWAY,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,,,0,,
27008090,,01/11/2022,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER - LAKE FOREST HILLS,8000-2 LEM TURNER ROAD,,JACKSONVILLE,FL,32208,Duval,(904) 539-8200,1395 NW 167TH STREET,,MIAMI,FL,33169,Miami-Dade,FED CERTIFIED,,01/11/2022,,0,,
27007118,,09/13/2021,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER - MONTEREY,1220 UNIVERSITY BLVD N,,JACKSONVILLE,FL,32211,Duval,(305) 842-3910,1395 NW 167TH STREET,,MIAMI,FL,33169,Miami-Dade,FED CERTIFIED,,09/13/2021,,0,,
27003227,,,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER - NORTHSIDE,3059 EDGEWOOD AVE W,,JACKSONVILLE,FL,32209,Duval,(305) 628-6117,3059 EDGEWOOD AVE W,,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,,,,0,,
27003222,,,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER - WESTSIDE,6841 BLANDING BLVD,,JACKSONVILLE,FL,32244,Duval,(904) 862-2175,6841 BLANDING BLVD,,JACKSONVILLE,FL,32244,Duval,FED CERTIFIED,,,,0,,
27009369,,03/07/2022,,Clinical Laboratory,DEDICATED SENIOR MEDICAL CENTER CEDAR HILLS,3641 BLANDING BLVD,,JACKSONVILLE,FL,32210,Duval,(305) 842-3910,1395 NW 167TH ST,,MIAMI,FL,33169,Miami-Dade,FED CERTIFIED,,03/07/2022,,0,,
11942717,6007,12/26/2020,12/25/2022,Assisted Living Facility,DEERWOOD PLACE,8700 A C SKINNER PARKWAY,,JACKSONVILLE,FL,32256,Duval,(904) 642-7300,8700 A C SKINNER PARKWAY,,JACKSONVILLE,FL,32256,Duval,IN REVIEW,ISLF-DEERWOOD PLACE-JACKSONVILLE  LLC,09/27/2004,BRIAN S. BEST,102,Not-For-Profit,https://deerwoodplacealf.com/
26966766,,09/02/2020,,Clinical Laboratory,DEERWOOD PLACE,8700 A C SKINNER PKWY,,JACKSONVILLE,FL,32256,Duval,(904) 646-4699,8700 A C SKINNER PKWY,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,04/19/1996,,0,For-Profit,
39974305,238646,06/21/2022,06/20/2024,Homemaker and Companion Service,DEPENDABLE CARE SUPPORT SERVICES INC,8049 STEAMBOAT SPRINGS DR,,JACKSONVILLE,FL,32210,Duval,(904) 415-0342,8049 STEAMBOAT SPRINGS DR,,JACKSONVILLE,FL,32210,Duval,REGISTERED,DEPENDABLE CARE SUPPORT SERVICES INC,05/05/2022,SHARONDA PURIFOY,0,Not-For-Profit,
